Date,Open,High,Low,Close,Adj Close,Volume
2019-06-14,144.50999450683594,145.49000549316406,142.83999633789062,144.63999938964844,144.06982421875,9860700
2019-06-17,144.57000732421875,146.52000427246094,143.64999389648438,145.02999877929688,144.458251953125,6901000
2019-06-18,147.5,155.11000061035156,147.05999755859375,152.8800048828125,152.27731323242188,14548000
2019-06-19,154.3000030517578,154.75999450683594,152.07000732421875,153.1199951171875,152.516357421875,8291100
2019-06-20,156.77000427246094,157.3300018310547,153.52000427246094,154.10000610351562,153.4925079345703,8754200
2019-06-21,153.5,155.47999572753906,151.5,151.75999450683594,151.16171264648438,10860700
2019-06-24,152.6199951171875,153.85000610351562,150.72000122070312,152.66000366210938,152.05821228027344,7073700
2019-06-25,152.86000061035156,155.8800048828125,151.3699951171875,151.47999572753906,150.88284301757812,7796700
2019-06-26,156.61000061035156,161.72000122070312,156.08999633789062,159.25999450683594,158.6321563720703,14601800
2019-06-27,162.7100067138672,164.0,161.25999450683594,163.22999572753906,162.58653259277344,11136000
2019-06-28,165.0,165.3699951171875,162.35000610351562,164.22999572753906,163.58258056640625,9941700
2019-07-01,172.57000732421875,173.9499969482422,164.66000366210938,166.1699981689453,165.51492309570312,17743900
2019-07-02,165.5,166.35000610351562,161.6999969482422,162.22999572753906,161.59043884277344,10005700
2019-07-03,163.1699981689453,163.39999389648438,160.33999633789062,162.75,162.1083984375,6165900
2019-07-05,160.39999389648438,160.5800018310547,157.67999267578125,160.22999572753906,159.5983428955078,9913800
2019-07-08,157.8300018310547,158.58999633789062,156.0,157.2100067138672,156.59024047851562,8244700
2019-07-09,155.50999450683594,158.44000244140625,155.0,157.30999755859375,156.68984985351562,8571500
2019-07-10,159.05999755859375,162.3699951171875,158.5,160.05999755859375,159.42901611328125,11301900
2019-07-11,163.0,167.9199981689453,161.5,166.27999877929688,165.62448120117188,17064000
2019-07-12,167.39999389648438,170.47000122070312,167.39999389648438,167.61000061035156,166.94924926757812,12659800
2019-07-15,168.4600067138672,169.11000061035156,166.1300048828125,167.27000427246094,166.610595703125,7246000
2019-07-16,166.6699981689453,168.1699981689453,164.83999633789062,167.0800018310547,166.4213409423828,8536100
2019-07-17,167.14999389648438,169.99000549316406,165.97000122070312,169.7100067138672,169.04098510742188,8705100
2019-07-18,170.1300048828125,172.7100067138672,167.85000610351562,170.17999267578125,169.50914001464844,11054800
2019-07-19,171.72000122070312,171.97999572753906,168.1999969482422,168.44000244140625,167.77601623535156,8622400
2019-07-22,169.3000030517578,171.83999633789062,169.0,171.32000732421875,170.64462280273438,7898500
2019-07-23,172.89999389648438,175.74000549316406,172.27000427246094,175.66000366210938,174.96749877929688,10704400
2019-07-24,177.39999389648438,178.88999938964844,174.33999633789062,178.66000366210938,177.95570373535156,9155900
2019-07-25,176.99000549316406,177.5,172.44000244140625,173.3800048828125,172.6964874267578,9817500
2019-07-26,174.47000122070312,176.9499969482422,174.47000122070312,175.07000732421875,174.37985229492188,6854000
2019-07-29,174.77999877929688,175.47000122070312,171.27000427246094,174.82000732421875,174.13084411621094,6204000
2019-07-30,172.9499969482422,175.94000244140625,172.3699951171875,175.4499969482422,174.75831604003906,4944300
2019-07-31,174.17999267578125,174.22000122070312,167.02000427246094,168.72000122070312,168.05487060546875,8985400
2019-08-01,169.13999938964844,172.77999877929688,162.82000732421875,164.9199981689453,164.26988220214844,10530300
2019-08-02,161.19000244140625,163.97999572753906,159.27999877929688,161.19000244140625,160.5545654296875,10708700
2019-08-05,153.8000030517578,153.85000610351562,148.89999389648438,150.7899932861328,150.195556640625,14728900
2019-08-06,153.8000030517578,155.6300048828125,150.42999267578125,152.35000610351562,151.74942016601562,9031800
2019-08-07,149.89999389648438,154.3699951171875,149.1999969482422,153.88999938964844,153.2833251953125,9314000
2019-08-08,156.2100067138672,158.30999755859375,153.89999389648438,158.25999450683594,157.63609313964844,7732500
2019-08-09,156.61000061035156,156.75,152.14999389648438,154.17999267578125,153.57220458984375,8545400
2019-08-12,152.0800018310547,154.17999267578125,150.57000732421875,151.4499969482422,150.85293579101562,6980000
2019-08-13,151.38999938964844,157.89999389648438,149.82000732421875,156.0500030517578,155.43482971191406,8798900
2019-08-14,152.5,152.9499969482422,148.30999755859375,150.07000732421875,149.4783935546875,10497000
2019-08-15,150.8300018310547,151.6300048828125,147.38999938964844,148.77000427246094,148.1835479736328,11930000
2019-08-16,159.35000610351562,161.5399932861328,156.8800048828125,159.55999755859375,158.93096923828125,25199000
2019-08-19,164.1199951171875,171.4199981689453,163.47000122070312,170.77999877929688,170.1067657470703,20377800
